task,family,variant,base,mutation_target,model,trial,name,requirement_id,requirement_type,evidence,example_id,passed,note
idledger_firstwins,idledger,firstwins,false,R5,qwen3.7-max,2,hidden_value_error_type,X2,error,hidden,,true,
idledger_firstwins,idledger,firstwins,false,R5,qwen3.7-max,3,E1_public_import,R1,rule,visible,E1,true,
idledger_firstwins,idledger,firstwins,false,R5,qwen3.7-max,3,E1_initial_and_snapshot,R2,rule,visible,E1,true,
idledger_firstwins,idledger,firstwins,false,R5,qwen3.7-max,3,E1_apply_result,R3,rule,visible,E1,true,
idledger_firstwins,idledger,firstwins,false,R5,qwen3.7-max,3,E1_nonnegative_integer_balance,C1,constraint,visible,E1,true,
idledger_firstwins,idledger,firstwins,false,R5,qwen3.7-max,3,E1_end_to_end,D1,done_when,visible,E1,true,
idledger_firstwins,idledger,firstwins,false,R5,qwen3.7-max,3,E2_identical_idempotency,R4,rule,visible,E2,true,
idledger_firstwins,idledger,firstwins,false,R5,qwen3.7-max,3,E3_conflict_policy,R5,rule,visible,E3,true,
idledger_firstwins,idledger,firstwins,false,R5,qwen3.7-max,3,E4_insufficient_funds,R6,rule,visible,E4,true,
idledger_firstwins,idledger,firstwins,false,R5,qwen3.7-max,3,E4_insufficient_error,X1,error,visible,E4,true,
idledger_firstwins,idledger,firstwins,false,R5,qwen3.7-max,3,E5_invalid_atomicity,R7,rule,visible,E5,true,
idledger_firstwins,idledger,firstwins,false,R5,qwen3.7-max,3,E5_invalid_error,X2,error,visible,E5,true,
idledger_firstwins,idledger,firstwins,false,R5,qwen3.7-max,3,E6_concurrent_credits,R8,rule,visible,E6,true,
idledger_firstwins,idledger,firstwins,false,R5,qwen3.7-max,3,E7_stdlib_dependencies,C2,constraint,visible,E7,true,
idledger_firstwins,idledger,firstwins,false,R5,qwen3.7-max,3,hidden_public_symbols,R1,rule,hidden,,true,
idledger_firstwins,idledger,firstwins,false,R5,qwen3.7-max,3,hidden_initial_validation_copy,R2,rule,hidden,,true,
idledger_firstwins,idledger,firstwins,false,R5,qwen3.7-max,3,hidden_exact_command_result,R3,rule,hidden,,false,ValueError: account 'new' does not exist
idledger_firstwins,idledger,firstwins,false,R5,qwen3.7-max,3,hidden_duplicate_result_copy,R4,rule,hidden,,true,
idledger_firstwins,idledger,firstwins,false,R5,qwen3.7-max,3,hidden_conflict_policy,R5,rule,hidden,,true,
idledger_firstwins,idledger,firstwins,false,R5,qwen3.7-max,3,hidden_lastwins_rollback,R5,rule,hidden,,true,
idledger_firstwins,idledger,firstwins,false,R5,qwen3.7-max,3,hidden_failed_id_reusable,R6,rule,hidden,,true,
idledger_firstwins,idledger,firstwins,false,R5,qwen3.7-max,3,hidden_invalid_commands_atomic,R7,rule,hidden,,true,
idledger_firstwins,idledger,firstwins,false,R5,qwen3.7-max,3,hidden_concurrency,R8,rule,hidden,,true,
idledger_firstwins,idledger,firstwins,false,R5,qwen3.7-max,3,hidden_full_smoke,D1,done_when,hidden,,false,ValueError: account 'new' does not exist
idledger_firstwins,idledger,firstwins,false,R5,qwen3.7-max,3,hidden_no_negative_balance,C1,constraint,hidden,,true,
idledger_firstwins,idledger,firstwins,false,R5,qwen3.7-max,3,hidden_stdlib_only,C2,constraint,hidden,,true,
idledger_firstwins,idledger,firstwins,false,R5,qwen3.7-max,3,hidden_insufficient_type,X1,error,hidden,,true,
idledger_firstwins,idledger,firstwins,false,R5,qwen3.7-max,3,hidden_value_error_type,X2,error,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,2,E1_public_import,R1,rule,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,2,E1_initial_and_snapshot,R2,rule,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,2,E1_apply_result,R3,rule,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,2,E1_nonnegative_integer_balance,C1,constraint,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,2,E1_end_to_end,D1,done_when,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,2,E2_identical_idempotency,R4,rule,visible,E2,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,2,E3_conflict_policy,R5,rule,visible,E3,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,2,E4_insufficient_funds,R6,rule,visible,E4,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,2,E4_insufficient_error,X1,error,visible,E4,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,2,E5_invalid_atomicity,R7,rule,visible,E5,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,2,E5_invalid_error,X2,error,visible,E5,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,2,E6_concurrent_credits,R8,rule,visible,E6,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,2,E7_stdlib_dependencies,C2,constraint,visible,E7,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,2,hidden_public_symbols,R1,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,2,hidden_initial_validation_copy,R2,rule,hidden,,false,"AssertionError: expected ValueError, no exception raised"
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,2,hidden_exact_command_result,R3,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,2,hidden_duplicate_result_copy,R4,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,2,hidden_conflict_policy,R5,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,2,hidden_lastwins_rollback,R5,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,2,hidden_failed_id_reusable,R6,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,2,hidden_invalid_commands_atomic,R7,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,2,hidden_concurrency,R8,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,2,hidden_full_smoke,D1,done_when,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,2,hidden_no_negative_balance,C1,constraint,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,2,hidden_stdlib_only,C2,constraint,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,2,hidden_insufficient_type,X1,error,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,2,hidden_value_error_type,X2,error,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,3,E1_public_import,R1,rule,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,3,E1_initial_and_snapshot,R2,rule,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,3,E1_apply_result,R3,rule,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,3,E1_nonnegative_integer_balance,C1,constraint,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,3,E1_end_to_end,D1,done_when,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,3,E2_identical_idempotency,R4,rule,visible,E2,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,3,E3_conflict_policy,R5,rule,visible,E3,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,3,E4_insufficient_funds,R6,rule,visible,E4,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,3,E4_insufficient_error,X1,error,visible,E4,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,3,E5_invalid_atomicity,R7,rule,visible,E5,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,3,E5_invalid_error,X2,error,visible,E5,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,3,E6_concurrent_credits,R8,rule,visible,E6,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,3,E7_stdlib_dependencies,C2,constraint,visible,E7,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,3,hidden_public_symbols,R1,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,3,hidden_initial_validation_copy,R2,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,3,hidden_exact_command_result,R3,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,3,hidden_duplicate_result_copy,R4,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,3,hidden_conflict_policy,R5,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,3,hidden_lastwins_rollback,R5,rule,hidden,,false,"AssertionError: expected InsufficientFunds, got CommandConflict"
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,3,hidden_failed_id_reusable,R6,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,3,hidden_invalid_commands_atomic,R7,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,3,hidden_concurrency,R8,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,3,hidden_full_smoke,D1,done_when,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,3,hidden_no_negative_balance,C1,constraint,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,3,hidden_stdlib_only,C2,constraint,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,3,hidden_insufficient_type,X1,error,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,glm-5.2,3,hidden_value_error_type,X2,error,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,1,E1_public_import,R1,rule,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,1,E1_initial_and_snapshot,R2,rule,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,1,E1_apply_result,R3,rule,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,1,E1_nonnegative_integer_balance,C1,constraint,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,1,E1_end_to_end,D1,done_when,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,1,E2_identical_idempotency,R4,rule,visible,E2,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,1,E3_conflict_policy,R5,rule,visible,E3,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,1,E4_insufficient_funds,R6,rule,visible,E4,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,1,E4_insufficient_error,X1,error,visible,E4,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,1,E5_invalid_atomicity,R7,rule,visible,E5,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,1,E5_invalid_error,X2,error,visible,E5,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,1,E6_concurrent_credits,R8,rule,visible,E6,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,1,E7_stdlib_dependencies,C2,constraint,visible,E7,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,1,hidden_public_symbols,R1,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,1,hidden_initial_validation_copy,R2,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,1,hidden_exact_command_result,R3,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,1,hidden_duplicate_result_copy,R4,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,1,hidden_conflict_policy,R5,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,1,hidden_lastwins_rollback,R5,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,1,hidden_failed_id_reusable,R6,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,1,hidden_invalid_commands_atomic,R7,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,1,hidden_concurrency,R8,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,1,hidden_full_smoke,D1,done_when,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,1,hidden_no_negative_balance,C1,constraint,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,1,hidden_stdlib_only,C2,constraint,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,1,hidden_insufficient_type,X1,error,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,1,hidden_value_error_type,X2,error,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,2,E1_public_import,R1,rule,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,2,E1_initial_and_snapshot,R2,rule,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,2,E1_apply_result,R3,rule,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,2,E1_nonnegative_integer_balance,C1,constraint,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,2,E1_end_to_end,D1,done_when,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,2,E2_identical_idempotency,R4,rule,visible,E2,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,2,E3_conflict_policy,R5,rule,visible,E3,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,2,E4_insufficient_funds,R6,rule,visible,E4,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,2,E4_insufficient_error,X1,error,visible,E4,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,2,E5_invalid_atomicity,R7,rule,visible,E5,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,2,E5_invalid_error,X2,error,visible,E5,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,2,E6_concurrent_credits,R8,rule,visible,E6,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,2,E7_stdlib_dependencies,C2,constraint,visible,E7,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,2,hidden_public_symbols,R1,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,2,hidden_initial_validation_copy,R2,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,2,hidden_exact_command_result,R3,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,2,hidden_duplicate_result_copy,R4,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,2,hidden_conflict_policy,R5,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,2,hidden_lastwins_rollback,R5,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,2,hidden_failed_id_reusable,R6,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,2,hidden_invalid_commands_atomic,R7,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,2,hidden_concurrency,R8,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,2,hidden_full_smoke,D1,done_when,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,2,hidden_no_negative_balance,C1,constraint,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,2,hidden_stdlib_only,C2,constraint,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,2,hidden_insufficient_type,X1,error,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,2,hidden_value_error_type,X2,error,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,3,E1_public_import,R1,rule,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,3,E1_initial_and_snapshot,R2,rule,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,3,E1_apply_result,R3,rule,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,3,E1_nonnegative_integer_balance,C1,constraint,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,3,E1_end_to_end,D1,done_when,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,3,E2_identical_idempotency,R4,rule,visible,E2,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,3,E3_conflict_policy,R5,rule,visible,E3,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,3,E4_insufficient_funds,R6,rule,visible,E4,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,3,E4_insufficient_error,X1,error,visible,E4,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,3,E5_invalid_atomicity,R7,rule,visible,E5,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,3,E5_invalid_error,X2,error,visible,E5,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,3,E6_concurrent_credits,R8,rule,visible,E6,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,3,E7_stdlib_dependencies,C2,constraint,visible,E7,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,3,hidden_public_symbols,R1,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,3,hidden_initial_validation_copy,R2,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,3,hidden_exact_command_result,R3,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,3,hidden_duplicate_result_copy,R4,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,3,hidden_conflict_policy,R5,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,3,hidden_lastwins_rollback,R5,rule,hidden,,false,"AssertionError: expected InsufficientFunds, got CommandConflict"
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,3,hidden_failed_id_reusable,R6,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,3,hidden_invalid_commands_atomic,R7,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,3,hidden_concurrency,R8,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,3,hidden_full_smoke,D1,done_when,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,3,hidden_no_negative_balance,C1,constraint,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,3,hidden_stdlib_only,C2,constraint,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,3,hidden_insufficient_type,X1,error,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,minimax-m3,3,hidden_value_error_type,X2,error,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,1,E1_public_import,R1,rule,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,1,E1_initial_and_snapshot,R2,rule,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,1,E1_apply_result,R3,rule,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,1,E1_nonnegative_integer_balance,C1,constraint,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,1,E1_end_to_end,D1,done_when,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,1,E2_identical_idempotency,R4,rule,visible,E2,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,1,E3_conflict_policy,R5,rule,visible,E3,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,1,E4_insufficient_funds,R6,rule,visible,E4,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,1,E4_insufficient_error,X1,error,visible,E4,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,1,E5_invalid_atomicity,R7,rule,visible,E5,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,1,E5_invalid_error,X2,error,visible,E5,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,1,E6_concurrent_credits,R8,rule,visible,E6,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,1,E7_stdlib_dependencies,C2,constraint,visible,E7,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,1,hidden_public_symbols,R1,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,1,hidden_initial_validation_copy,R2,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,1,hidden_exact_command_result,R3,rule,hidden,,false,ValueError: account 'new' does not exist in the ledger
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,1,hidden_duplicate_result_copy,R4,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,1,hidden_conflict_policy,R5,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,1,hidden_lastwins_rollback,R5,rule,hidden,,false,"AssertionError: expected InsufficientFunds, got CommandConflict"
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,1,hidden_failed_id_reusable,R6,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,1,hidden_invalid_commands_atomic,R7,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,1,hidden_concurrency,R8,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,1,hidden_full_smoke,D1,done_when,hidden,,false,ValueError: account 'new' does not exist in the ledger
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,1,hidden_no_negative_balance,C1,constraint,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,1,hidden_stdlib_only,C2,constraint,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,1,hidden_insufficient_type,X1,error,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,1,hidden_value_error_type,X2,error,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,2,E1_public_import,R1,rule,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,2,E1_initial_and_snapshot,R2,rule,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,2,E1_apply_result,R3,rule,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,2,E1_nonnegative_integer_balance,C1,constraint,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,2,E1_end_to_end,D1,done_when,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,2,E2_identical_idempotency,R4,rule,visible,E2,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,2,E3_conflict_policy,R5,rule,visible,E3,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,2,E4_insufficient_funds,R6,rule,visible,E4,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,2,E4_insufficient_error,X1,error,visible,E4,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,2,E5_invalid_atomicity,R7,rule,visible,E5,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,2,E5_invalid_error,X2,error,visible,E5,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,2,E6_concurrent_credits,R8,rule,visible,E6,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,2,E7_stdlib_dependencies,C2,constraint,visible,E7,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,2,hidden_public_symbols,R1,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,2,hidden_initial_validation_copy,R2,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,2,hidden_exact_command_result,R3,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,2,hidden_duplicate_result_copy,R4,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,2,hidden_conflict_policy,R5,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,2,hidden_lastwins_rollback,R5,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,2,hidden_failed_id_reusable,R6,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,2,hidden_invalid_commands_atomic,R7,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,2,hidden_concurrency,R8,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,2,hidden_full_smoke,D1,done_when,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,2,hidden_no_negative_balance,C1,constraint,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,2,hidden_stdlib_only,C2,constraint,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,2,hidden_insufficient_type,X1,error,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,2,hidden_value_error_type,X2,error,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,3,E1_public_import,R1,rule,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,3,E1_initial_and_snapshot,R2,rule,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,3,E1_apply_result,R3,rule,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,3,E1_nonnegative_integer_balance,C1,constraint,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,3,E1_end_to_end,D1,done_when,visible,E1,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,3,E2_identical_idempotency,R4,rule,visible,E2,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,3,E3_conflict_policy,R5,rule,visible,E3,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,3,E4_insufficient_funds,R6,rule,visible,E4,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,3,E4_insufficient_error,X1,error,visible,E4,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,3,E5_invalid_atomicity,R7,rule,visible,E5,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,3,E5_invalid_error,X2,error,visible,E5,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,3,E6_concurrent_credits,R8,rule,visible,E6,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,3,E7_stdlib_dependencies,C2,constraint,visible,E7,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,3,hidden_public_symbols,R1,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,3,hidden_initial_validation_copy,R2,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,3,hidden_exact_command_result,R3,rule,hidden,,false,ValueError: unknown account: 'new'
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,3,hidden_duplicate_result_copy,R4,rule,hidden,,true,
idledger_lastwins,idledger,lastwins,false,R5,qwen3.7-max,3,hidden_conflict_policy,R5,rule,hidden,,true,
